cutoff,n,P90_raw,P10_below,P50,P80,P90,P95,P98
2017-06-28,27653,0.8406682819223954,0.14103352258344484,0.500560517846165,0.7377861353198568,0.8760351498933208,0.9238057353632517,0.9652117310960836
2017-07-14,27664,0.8438765182186235,0.08324898785425101,0.5271471949103528,0.7584586466165414,0.8740601503759399,0.9227154424522845,0.961176980913823
2017-07-30,27664,0.8614806246385194,0.18019809138230192,0.5726214574898786,0.7792076344707923,0.8790847310584152,0.9236914401388086,0.9602732793522267
